country,country_slug,field,label,group,text,value,unit,as_of,status,age_months,sla_months,confidence,source_publisher,source_url,source_kind
Spain,spain,health,Healthcare quality,Living,9,9,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Spain,spain,safety,Safety,Living,8.2,8.2,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Spain,spain,score,Thon best-fit score,Thon composite,75,75,/100,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Spain,spain,tax,Tax on foreign pension,Tax,19–47%,19,%,2026-07,fresh,1,3,high,"Agencia Tributaria (AEAT), Spain",https://sede.agenciatributaria.gob.es/Sede/ciudadanos-familias-personas-discapacidad/residentes-rentas-procedentes-extranjero.html,official
Spain,spain,inc,Min income / assets,Visa & Residency,"€2,400/mo (IPREM ×4)",2400,EUR/mo,2026-07,fresh,1,3,high,"Ministerio de Inclusión, Seguridad Social y Migraciones, Spain",https://www.inclusion.gob.es/en/web/migraciones/w/autorizacion-inicial-de-residencia-temporal-no-lucrativa,official
Spain,spain,visa,Retirement visa,Visa & Residency,Non-Lucrative,,,2026-07,fresh,1,3,solid,"Ministerio de Inclusión, Seguridad Social y Migraciones, Spain",https://www.inclusion.gob.es/en/web/migraciones/w/autorizacion-inicial-de-residencia-temporal-no-lucrativa,official
Spain,spain,pr,Path to permanent residency,Visa & Residency,5 yrs,,,2026-07,fresh,1,3,solid,"Ministerio de Inclusión, Seguridad Social y Migraciones, Spain",https://www.inclusion.gob.es/en/web/migraciones/w/autorizacion-inicial-de-residencia-temporal-no-lucrativa,official
Spain,spain,inherit,Inheritance / estate tax,Tax,Regional + forced heirship,,,2026-07,fresh,1,24,solid,"Agencia Tributaria (AEAT), Spain",https://sede.agenciatributaria.gob.es/Sede/ciudadanos-familias-personas-discapacidad/residentes-rentas-procedentes-extranjero.html,official
Spain,spain,prop,Foreign property ownership,Finance & Property,Yes,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Spain,spain,minAge,Minimum age,Visa & Residency,None,18,years,2026-07,fresh,1,3,high,"Ministerio de Inclusión, Seguridad Social y Migraciones, Spain",https://www.inclusion.gob.es/en/web/migraciones/w/autorizacion-inicial-de-residencia-temporal-no-lucrativa,official
Spain,spain,taxResDays,Tax-residency threshold,Tax,183 days (or spouse/economic centre),183,days,2026-07,fresh,1,6,high,"Agencia Tributaria (AEAT), Spain",https://sede.agenciatributaria.gob.es/Sede/ciudadanos-familias-personas-discapacidad/residentes-rentas-procedentes-extranjero.html,official
Spain,spain,citPath,Path to citizenship,Visa & Residency,10 yrs + tests; must renounce AU citizenship,10,years,2026-07,fresh,1,3,high,"Ministerio de Inclusión, Seguridad Social y Migraciones, Spain",https://www.inclusion.gob.es/en/web/migraciones/w/autorizacion-inicial-de-residencia-temporal-no-lucrativa,official
Spain,spain,deposit,Deposit / bond required,Finance & Property,"None — €28,800 in bank acceptable",28800,EUR,2026-07,fresh,1,3,high,"Ministerio de Inclusión, Seguridad Social y Migraciones, Spain",https://www.inclusion.gob.es/en/web/migraciones/w/autorizacion-inicial-de-residencia-temporal-no-lucrativa,official
Spain,spain,setupCost,Cost to establish residency,Finance & Property,~$1.5–4k incl. lawyer,1500,USD,2026-07,fresh,1,3,high,"Ministerio de Inclusión, Seguridad Social y Migraciones, Spain",https://www.inclusion.gob.es/en/web/migraciones/w/autorizacion-inicial-de-residencia-temporal-no-lucrativa,official
Spain,spain,propTax,Annual property tax,Tax,IBI ~0.4–1.1% of low cadastral value,0.4,%,2026-07,fresh,1,3,high,"Agencia Tributaria (AEAT), Spain",https://sede.agenciatributaria.gob.es/Sede/ciudadanos-familias-personas-discapacidad/residentes-rentas-procedentes-extranjero.html,official
Spain,spain,cgt,Capital gains tax,Tax,19–30% on foreign gains (30% above €300k),19,%,2026-07,fresh,1,3,high,"Agencia Tributaria (AEAT), Spain",https://sede.agenciatributaria.gob.es/Sede/ciudadanos-familias-personas-discapacidad/residentes-rentas-procedentes-extranjero.html,official
Spain,spain,procTime,Visa processing time,Visa & Residency,1–3 mo at consulate,,,2026-07,fresh,1,6,solid,"Ministerio de Inclusión, Seguridad Social y Migraciones, Spain",https://www.inclusion.gob.es/en/web/migraciones/w/autorizacion-inicial-de-residencia-temporal-no-lucrativa,official
Spain,spain,heirship,Forced-heirship rules,Finance & Property,Forced heirship — but AU law electable by will (Brussels IV),,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Spain,spain,insReq,Health insurance required,Logistics,"Yes — full private policy, no copays",,,2026-07,fresh,1,3,solid,"Ministerio de Inclusión, Seguridad Social y Migraciones, Spain",https://www.inclusion.gob.es/en/web/migraciones/w/autorizacion-inicial-de-residencia-temporal-no-lucrativa,official
Spain,spain,renew,Visa renewal ease,Logistics,1+2+2 yrs; renewal proves >183 days → tax resident,,,2026-07,fresh,1,3,solid,"Ministerio de Inclusión, Seguridad Social y Migraciones, Spain",https://www.inclusion.gob.es/en/web/migraciones/w/autorizacion-inicial-de-residencia-temporal-no-lucrativa,official
Spain,spain,deps,Provision for dependents,Logistics,"Yes — +€7,200/yr per dependent",,,2026-07,fresh,1,3,solid,"Ministerio de Inclusión, Seguridad Social y Migraciones, Spain",https://www.inclusion.gob.es/en/web/migraciones/w/autorizacion-inicial-de-residencia-temporal-no-lucrativa,official
Uruguay,uruguay,costUsd,Cost of living,Living,2300,2300,USD/mo,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Uruguay,uruguay,fly,Flight time from Australia,Logistics,38,38,hours,2026-07,fresh,1,24,high,Thon,https://thonretire.com/method,thon
Uruguay,uruguay,health,Healthcare quality,Living,8,8,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Uruguay,uruguay,safety,Safety,Living,7.6,7.6,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Uruguay,uruguay,score,Thon best-fit score,Thon composite,84,84,/100,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Uruguay,uruguay,tax,Tax on foreign pension,Tax,0%,0,%,2026-07,fresh,1,3,high,"Dirección General Impositiva (DGI), Uruguay",https://www.gub.uy/direccion-general-impositiva/comunicacion/publicaciones/tax-holidays-opcion-para-nuevos-residentes-fiscales-uruguay,official
Uruguay,uruguay,inc,Min income / assets,Visa & Residency,"~$1,500/mo",1500,USD/mo,2026-07,fresh,1,3,high,"Dirección Nacional de Migración (gub.uy), Uruguay",https://www.gub.uy/tramites/residencia-legal-permanente,official
Uruguay,uruguay,visa,Retirement visa,Visa & Residency,Rentista / Pensionado,,,2026-07,fresh,1,3,solid,"Dirección Nacional de Migración (gub.uy), Uruguay",https://www.gub.uy/tramites/residencia-legal-permanente,official
Uruguay,uruguay,pr,Path to permanent residency,Visa & Residency,Direct — <1 yr,,,2026-07,fresh,1,3,solid,"Dirección Nacional de Migración (gub.uy), Uruguay",https://www.gub.uy/tramites/residencia-legal-permanente,official
Uruguay,uruguay,inherit,Inheritance / estate tax,Tax,No IHT (3–4% ITP on real estate),,,2026-07,fresh,1,24,solid,"Dirección General Impositiva (DGI), Uruguay",https://www.gub.uy/direccion-general-impositiva/comunicacion/publicaciones/tax-holidays-opcion-para-nuevos-residentes-fiscales-uruguay,official
Uruguay,uruguay,prop,Foreign property ownership,Finance & Property,Yes — freehold,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Uruguay,uruguay,minAge,Minimum age,Visa & Residency,None,18,years,2026-07,fresh,1,3,high,"Dirección Nacional de Migración (gub.uy), Uruguay",https://www.gub.uy/tramites/residencia-legal-permanente,official
Uruguay,uruguay,taxResDays,Tax-residency threshold,Tax,183 days or vital interests,183,days,2026-07,fresh,1,6,high,"Dirección General Impositiva (DGI), Uruguay",https://www.gub.uy/direccion-general-impositiva/comunicacion/publicaciones/tax-holidays-opcion-para-nuevos-residentes-fiscales-uruguay,official
Uruguay,uruguay,citPath,Path to citizenship,Visa & Residency,"3 yrs (family) / 5 yrs — very feasible, dual OK",3,years,2026-07,fresh,1,3,high,"Dirección Nacional de Migración (gub.uy), Uruguay",https://www.gub.uy/tramites/residencia-legal-permanente,official
Uruguay,uruguay,deposit,Deposit / bond required,Finance & Property,None — certified income via escribano,,,2026-07,fresh,1,3,solid,"Dirección Nacional de Migración (gub.uy), Uruguay",https://www.gub.uy/tramites/residencia-legal-permanente,official
Uruguay,uruguay,setupCost,Cost to establish residency,Finance & Property,~$2–4.5k incl. escribano,2000,USD,2026-07,fresh,1,3,high,"Dirección Nacional de Migración (gub.uy), Uruguay",https://www.gub.uy/tramites/residencia-legal-permanente,official
Uruguay,uruguay,propTax,Annual property tax,Tax,~0.25–1.2% of low cadastral value + school tax,0.25,%,2026-07,fresh,1,3,high,"Dirección General Impositiva (DGI), Uruguay",https://www.gub.uy/direccion-general-impositiva/comunicacion/publicaciones/tax-holidays-opcion-para-nuevos-residentes-fiscales-uruguay,official
Uruguay,uruguay,cgt,Capital gains tax,Tax,0% under holiday; 12% after (2026 law),0,%,2026-07,fresh,1,3,high,"Dirección General Impositiva (DGI), Uruguay",https://www.gub.uy/direccion-general-impositiva/comunicacion/publicaciones/tax-holidays-opcion-para-nuevos-residentes-fiscales-uruguay,official
Uruguay,uruguay,procTime,Visa processing time,Visa & Residency,Legal stay from filing; grant ~4–12 mo,,,2026-07,fresh,1,6,solid,"Dirección Nacional de Migración (gub.uy), Uruguay",https://www.gub.uy/tramites/residencia-legal-permanente,official
Uruguay,uruguay,heirship,Forced-heirship rules,Finance & Property,Forced heirship on UY-sited assets (no opt-out),,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Uruguay,uruguay,insReq,Health insurance required,Logistics,No — join mutualista/ASSE after arrival,,,2026-07,fresh,1,3,solid,"Dirección Nacional de Migración (gub.uy), Uruguay",https://www.gub.uy/tramites/residencia-legal-permanente,official
Uruguay,uruguay,renew,Visa renewal ease,Logistics,None — PR has no renewal; keep cédula current,,,2026-07,fresh,1,3,solid,"Dirección Nacional de Migración (gub.uy), Uruguay",https://www.gub.uy/tramites/residencia-legal-permanente,official
Uruguay,uruguay,deps,Provision for dependents,Logistics,Yes — income expectation scales with family,,,2026-07,fresh,1,3,solid,"Dirección Nacional de Migración (gub.uy), Uruguay",https://www.gub.uy/tramites/residencia-legal-permanente,official
UAE (Dubai),dubai,costUsd,Cost of living,Living,3500,3500,USD/mo,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
UAE (Dubai),dubai,fly,Flight time from Australia,Logistics,14,14,hours,2026-07,fresh,1,24,high,Thon,https://thonretire.com/method,thon
UAE (Dubai),dubai,health,Healthcare quality,Living,8.5,8.5,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
UAE (Dubai),dubai,safety,Safety,Living,8.8,8.8,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
UAE (Dubai),dubai,score,Thon best-fit score,Thon composite,70,70,/100,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
UAE (Dubai),dubai,tax,Tax on foreign pension,Tax,0%,0,%,2026-07,fresh,1,3,high,"Federal Tax Authority (FTA), United Arab Emirates",https://tax.gov.ae/en/taxes/corporate.tax/corporate.tax.topics/basis.of.taxation.natural.person.aspx,official
UAE (Dubai),dubai,inc,Min income / assets,Visa & Residency,AED 1M FD or 15k/mo,1000000,AED,2026-07,fresh,1,3,high,The United Arab Emirates' Government portal (u.ae),https://u.ae/en/information-and-services/visa-and-emirates-id/residence-visas/residence-visa-for-the-retired,official
UAE (Dubai),dubai,visa,Retirement visa,Visa & Residency,Retirement Visa (55+),,,2026-07,fresh,1,3,solid,The United Arab Emirates' Government portal (u.ae),https://u.ae/en/information-and-services/visa-and-emirates-id/residence-visas/residence-visa-for-the-retired,official
UAE (Dubai),dubai,pr,Path to permanent residency,Visa & Residency,Golden Visa,,,2026-07,fresh,1,3,solid,The United Arab Emirates' Government portal (u.ae),https://u.ae/en/information-and-services/visa-and-emirates-id/residence-visas/residence-visa-for-the-retired,official
UAE (Dubai),dubai,inherit,Inheritance / estate tax,Tax,None (register a DIFC will!),,,2026-07,fresh,1,24,solid,"Federal Tax Authority (FTA), United Arab Emirates",https://tax.gov.ae/en/taxes/corporate.tax/corporate.tax.topics/basis.of.taxation.natural.person.aspx,official
UAE (Dubai),dubai,prop,Foreign property ownership,Finance & Property,Freehold zones only,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
UAE (Dubai),dubai,minAge,Minimum age,Visa & Residency,55 (+ 15 yrs work history),,,2026-07,fresh,1,3,solid,The United Arab Emirates' Government portal (u.ae),https://u.ae/en/information-and-services/visa-and-emirates-id/residence-visas/residence-visa-for-the-retired,official
UAE (Dubai),dubai,taxResDays,Tax-residency threshold,Tax,183 days (or 90 + ties) for tax certificate,183,days,2026-07,fresh,1,6,high,"Federal Tax Authority (FTA), United Arab Emirates",https://tax.gov.ae/en/taxes/corporate.tax/corporate.tax.topics/basis.of.taxation.natural.person.aspx,official
UAE (Dubai),dubai,citPath,Path to citizenship,Visa & Residency,None realistically — 30 yrs + invitation,,years,2026-07,fresh,1,3,high,The United Arab Emirates' Government portal (u.ae),https://u.ae/en/information-and-services/visa-and-emirates-id/residence-visas/residence-visa-for-the-retired,official
UAE (Dubai),dubai,deposit,Deposit / bond required,Finance & Property,AED 1M in 3-yr fixed deposit (one route),1000000,AED,2026-07,fresh,1,3,high,The United Arab Emirates' Government portal (u.ae),https://u.ae/en/information-and-services/visa-and-emirates-id/residence-visas/residence-visa-for-the-retired,official
UAE (Dubai),dubai,setupCost,Cost to establish residency,Finance & Property,~$2.5–4k incl. fees + insurance,2500,USD,2026-07,fresh,1,3,high,The United Arab Emirates' Government portal (u.ae),https://u.ae/en/information-and-services/visa-and-emirates-id/residence-visas/residence-visa-for-the-retired,official
UAE (Dubai),dubai,propTax,Annual property tax,Tax,None annual; 4% transfer fee; 5% housing fee on rent,4,%,2026-07,fresh,1,3,high,"Federal Tax Authority (FTA), United Arab Emirates",https://tax.gov.ae/en/taxes/corporate.tax/corporate.tax.topics/basis.of.taxation.natural.person.aspx,official
UAE (Dubai),dubai,cgt,Capital gains tax,Tax,0% — no capital gains tax,0,%,2026-07,fresh,1,3,high,"Federal Tax Authority (FTA), United Arab Emirates",https://tax.gov.ae/en/taxes/corporate.tax/corporate.tax.topics/basis.of.taxation.natural.person.aspx,official
UAE (Dubai),dubai,procTime,Visa processing time,Visa & Residency,~2–4 wks (Dubai GDRFA),,,2026-07,fresh,1,6,solid,The United Arab Emirates' Government portal (u.ae),https://u.ae/en/information-and-services/visa-and-emirates-id/residence-visas/residence-visa-for-the-retired,official
UAE (Dubai),dubai,heirship,Forced-heirship rules,Finance & Property,Sharia default — register DIFC will (~AED 10k),,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
UAE (Dubai),dubai,insReq,Health insurance required,Logistics,Yes — mandatory for issue & renewal,,,2026-07,fresh,1,3,solid,The United Arab Emirates' Government portal (u.ae),https://u.ae/en/information-and-services/visa-and-emirates-id/residence-visas/residence-visa-for-the-retired,official
UAE (Dubai),dubai,renew,Visa renewal ease,Logistics,5-yr; lapses if >6 mo abroad (Golden exempt),,,2026-07,fresh,1,3,solid,The United Arab Emirates' Government portal (u.ae),https://u.ae/en/information-and-services/visa-and-emirates-id/residence-visas/residence-visa-for-the-retired,official
UAE (Dubai),dubai,deps,Provision for dependents,Logistics,Spouse + children sponsorable,,,2026-07,fresh,1,3,solid,The United Arab Emirates' Government portal (u.ae),https://u.ae/en/information-and-services/visa-and-emirates-id/residence-visas/residence-visa-for-the-retired,official
Indonesia (Bali),bali,costUsd,Cost of living,Living,1700,1700,USD/mo,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Indonesia (Bali),bali,fly,Flight time from Australia,Logistics,6,6,hours,2026-07,fresh,1,24,high,Thon,https://thonretire.com/method,thon
Indonesia (Bali),bali,health,Healthcare quality,Living,6.5,6.5,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Indonesia (Bali),bali,safety,Safety,Living,6.5,6.5,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Indonesia (Bali),bali,score,Thon best-fit score,Thon composite,76,76,/100,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Indonesia (Bali),bali,tax,Tax on foreign pension,Tax,5–35%,5,%,2026-07,fresh,1,3,high,"Direktorat Jenderal Pajak (DJP), Indonesia",https://pajak.go.id/en/node/118835,official
Indonesia (Bali),bali,inc,Min income / assets,Visa & Residency,$3k/mo pension (60+),3000,USD/mo,2026-07,fresh,1,3,high,"Direktorat Jenderal Imigrasi, Indonesia",https://www.imigrasi.go.id/wna/daftar-visa-indonesia/E33F,official
Indonesia (Bali),bali,visa,Retirement visa,Visa & Residency,E33F Retirement KITAS,,,2026-07,fresh,1,3,solid,"Direktorat Jenderal Imigrasi, Indonesia",https://www.imigrasi.go.id/wna/daftar-visa-indonesia/E33F,official
Indonesia (Bali),bali,pr,Path to permanent residency,Visa & Residency,KITAP 3–4 yrs,,,2026-07,fresh,1,3,solid,"Direktorat Jenderal Imigrasi, Indonesia",https://www.imigrasi.go.id/wna/daftar-visa-indonesia/E33F,official
Indonesia (Bali),bali,inherit,Inheritance / estate tax,Tax,No inheritance tax,,,2026-07,fresh,1,24,solid,"Direktorat Jenderal Pajak (DJP), Indonesia",https://pajak.go.id/en/node/118835,official
Indonesia (Bali),bali,prop,Foreign property ownership,Finance & Property,No freehold (leasehold),,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Indonesia (Bali),bali,minAge,Minimum age,Visa & Residency,60 for E33F (2026; was 55 — verify),,,2026-07,fresh,1,3,solid,"Direktorat Jenderal Imigrasi, Indonesia",https://www.imigrasi.go.id/wna/daftar-visa-indonesia/E33F,official
Indonesia (Bali),bali,taxResDays,Tax-residency threshold,Tax,>183 days/12 mo (or intent to reside),183,days,2026-07,fresh,1,6,high,"Direktorat Jenderal Pajak (DJP), Indonesia",https://pajak.go.id/en/node/118835,official
Indonesia (Bali),bali,citPath,Path to citizenship,Visa & Residency,"5+ yrs, Bahasa, renounce — rarely pursued",5,years,2026-07,fresh,1,3,high,"Direktorat Jenderal Imigrasi, Indonesia",https://www.imigrasi.go.id/wna/daftar-visa-indonesia/E33F,official
Indonesia (Bali),bali,deposit,Deposit / bond required,Finance & Property,E33F none; Second Home IDR 2B (~$130k),130000,USD,2026-07,fresh,1,3,high,"Direktorat Jenderal Imigrasi, Indonesia",https://www.imigrasi.go.id/wna/daftar-visa-indonesia/E33F,official
Indonesia (Bali),bali,setupCost,Cost to establish residency,Finance & Property,E33F ~$0.8–1.5k/yr all-in with agent,800,USD/yr,2026-07,fresh,1,3,high,"Direktorat Jenderal Imigrasi, Indonesia",https://www.imigrasi.go.id/wna/daftar-visa-indonesia/E33F,official
Indonesia (Bali),bali,propTax,Annual property tax,Tax,PBB ~0.1–0.3% — low,0.1,%,2026-07,fresh,1,3,high,"Direktorat Jenderal Pajak (DJP), Indonesia",https://pajak.go.id/en/node/118835,official
Indonesia (Bali),bali,cgt,Capital gains tax,Tax,As ordinary income to 35% — enforcement patchy,35,%,2026-07,fresh,1,3,high,"Direktorat Jenderal Pajak (DJP), Indonesia",https://pajak.go.id/en/node/118835,official
Indonesia (Bali),bali,procTime,Visa processing time,Visa & Residency,E33F e-visa ~2–6 wks offshore,,,2026-07,fresh,1,6,solid,"Direktorat Jenderal Imigrasi, Indonesia",https://www.imigrasi.go.id/wna/daftar-visa-indonesia/E33F,official
Indonesia (Bali),bali,heirship,Forced-heirship rules,Finance & Property,Civil-code reserved shares — make a local notarial will,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Indonesia (Bali),bali,insReq,Health insurance required,Logistics,Yes — min IDR 25M/yr cover,,,2026-07,fresh,1,3,solid,"Direktorat Jenderal Imigrasi, Indonesia",https://www.imigrasi.go.id/wna/daftar-visa-indonesia/E33F,official
Indonesia (Bali),bali,renew,Visa renewal ease,Logistics,Annual up to 5 yrs + address reporting,,,2026-07,fresh,1,3,solid,"Direktorat Jenderal Imigrasi, Indonesia",https://www.imigrasi.go.id/wna/daftar-visa-indonesia/E33F,official
Indonesia (Bali),bali,deps,Provision for dependents,Logistics,"Spouse via E31 dependent KITAS, extra cost",,,2026-07,fresh,1,3,solid,"Direktorat Jenderal Imigrasi, Indonesia",https://www.imigrasi.go.id/wna/daftar-visa-indonesia/E33F,official
Vietnam,vietnam,costUsd,Cost of living,Living,1400,1400,USD/mo,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Vietnam,vietnam,fly,Flight time from Australia,Logistics,8,8,hours,2026-07,fresh,1,24,high,Thon,https://thonretire.com/method,thon
Vietnam,vietnam,health,Healthcare quality,Living,6.3,6.3,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Vietnam,vietnam,safety,Safety,Living,7.5,7.5,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Vietnam,vietnam,score,Thon best-fit score,Thon composite,60,60,/100,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Vietnam,vietnam,tax,Tax on foreign pension,Tax,0%,0,%,2026-07,fresh,1,3,solid,,,
Vietnam,vietnam,inc,Min income / assets,Visa & Residency,90-day e-visa cycles,,,2026-07,fresh,1,3,solid,"Vietnam Immigration Department, Ministry of Public Security",https://xuatnhapcanh.gov.vn/en/tin-tuc/procedures-temporary-residence-cards-foreigners-vietnam-immigration-department-ministry,official
Vietnam,vietnam,visa,Retirement visa,Visa & Residency,No dedicated retiree visa,,,2026-07,fresh,1,3,solid,"Vietnam Immigration Department, Ministry of Public Security",https://xuatnhapcanh.gov.vn/en/tin-tuc/procedures-temporary-residence-cards-foreigners-vietnam-immigration-department-ministry,official
Vietnam,vietnam,pr,Path to permanent residency,Visa & Residency,Near-unattainable,,,2026-07,fresh,1,3,solid,"Vietnam Immigration Department, Ministry of Public Security",https://xuatnhapcanh.gov.vn/en/tin-tuc/procedures-temporary-residence-cards-foreigners-vietnam-immigration-department-ministry,official
Vietnam,vietnam,inherit,Inheritance / estate tax,Tax,PIT 10% on some transfers,,,2026-07,fresh,1,24,solid,,,
Vietnam,vietnam,prop,Foreign property ownership,Finance & Property,Apartment 50-yr (no land),,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Vietnam,vietnam,minAge,Minimum age,Visa & Residency,— no retiree visa exists (Jul 2026),,,2026-07,fresh,1,3,solid,"Vietnam Immigration Department, Ministry of Public Security",https://xuatnhapcanh.gov.vn/en/tin-tuc/procedures-temporary-residence-cards-foreigners-vietnam-immigration-department-ministry,official
Vietnam,vietnam,taxResDays,Tax-residency threshold,Tax,183 days — or leasing a home ≥183 days deems resident,183,days,2026-07,fresh,1,6,solid,,,
Vietnam,vietnam,citPath,Path to citizenship,Visa & Residency,5 yrs on paper; renounce (2025 exceptions) — rare,5,years,2026-07,fresh,1,3,solid,"Vietnam Immigration Department, Ministry of Public Security",https://xuatnhapcanh.gov.vn/en/tin-tuc/procedures-temporary-residence-cards-foreigners-vietnam-immigration-department-ministry,official
Vietnam,vietnam,deposit,Deposit / bond required,Finance & Property,None; investor TRC needs ≥VND 3B (~$115k) real business,115000,USD,2026-07,fresh,1,3,solid,"Vietnam Immigration Department, Ministry of Public Security",https://xuatnhapcanh.gov.vn/en/tin-tuc/procedures-temporary-residence-cards-foreigners-vietnam-immigration-department-ministry,official
Vietnam,vietnam,setupCost,Cost to establish residency,Finance & Property,E-visa ~$300–600/yr + border runs,300,USD/yr,2026-07,fresh,1,3,solid,"Vietnam Immigration Department, Ministry of Public Security",https://xuatnhapcanh.gov.vn/en/tin-tuc/procedures-temporary-residence-cards-foreigners-vietnam-immigration-department-ministry,official
Vietnam,vietnam,propTax,Annual property tax,Tax,None annual — tiny land-use levy,,,2026-07,fresh,1,3,solid,,,
Vietnam,vietnam,cgt,Capital gains tax,Tax,0.1% of proceeds (securities) / 20% other gains,0.1,%,2026-07,fresh,1,3,solid,,,
Vietnam,vietnam,procTime,Visa processing time,Visa & Residency,90-day e-visa: 3–5 working days,,,2026-07,fresh,1,6,solid,"Vietnam Immigration Department, Ministry of Public Security",https://xuatnhapcanh.gov.vn/en/tin-tuc/procedures-temporary-residence-cards-foreigners-vietnam-immigration-department-ministry,official
Vietnam,vietnam,heirship,Forced-heirship rules,Finance & Property,Will OK but spouse/minors/parents keep 2/3 statutory floor,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Vietnam,vietnam,insReq,Health insurance required,Logistics,No — none for e-visa,,,2026-07,fresh,1,3,solid,"Vietnam Immigration Department, Ministry of Public Security",https://xuatnhapcanh.gov.vn/en/tin-tuc/procedures-temporary-residence-cards-foreigners-vietnam-immigration-department-ministry,official
Vietnam,vietnam,renew,Visa renewal ease,Logistics,Perpetual 90-day cycles + border runs — the burden IS the system,,,2026-07,fresh,1,3,solid,"Vietnam Immigration Department, Ministry of Public Security",https://xuatnhapcanh.gov.vn/en/tin-tuc/procedures-temporary-residence-cards-foreigners-vietnam-immigration-department-ministry,official
Vietnam,vietnam,deps,Provision for dependents,Logistics,No scheme — each adult needs own visa,,,2026-07,fresh,1,3,solid,"Vietnam Immigration Department, Ministry of Public Security",https://xuatnhapcanh.gov.vn/en/tin-tuc/procedures-temporary-residence-cards-foreigners-vietnam-immigration-department-ministry,official
